;total_ips_origem;total_ips_destino;total_pacotes;5_kurt_total_ips_origem;5_skw_total_ips_destino;5_coefficient_variation_total_pacotes;has_bot
0;213;226;3802;;;;0
1;203;223;3259;;;;0
2;202;202;3966;;;;0
3;196;208;3889;;;;0
4;184;188;4077;;;;0
5;192;204;4058;;;;0
6;193;202;3721;;;;0
7;200;208;2127;;;;0
8;195;204;2579;;;;0
9;206;210;3258;;;;0
10;202;209;3977;;;;0
11;220;225;2779;;;;0
12;221;217;1993;;;;0
13;191;203;2727;;;;0
14;230;243;3479;;;;0
15;255;271;3753;;;;0
16;181;182;4843;;;;0
17;194;211;5086;;;;0
18;181;195;4970;;;;0
19;199;200;4616;;;;0
20;145;159;3740;;;;0
21;196;211;3466;;;;0
22;207;219;2699;;;;0
23;170;181;1951;;;;0
24;220;234;2268;;;;0
25;211;216;2681;;;;0
26;205;220;3178;;;;0
27;206;219;3261;;;;0
28;184;193;3557;;;;0
29;185;203;5181;;;;0
30;165;185;3011;;;;0
31;197;220;2923;;;;0
32;220;229;2531;;;;0
33;188;203;3085;;;;0
34;215;223;3107;;;;0
35;217;228;3453;;;;0
36;231;246;3881;;;;0
37;211;226;4268;;;;0
38;247;249;3866;;;;0
39;193;211;4367;;;;0
40;218;208;2816;;;;0
41;202;214;2303;;;;0
42;222;235;2789;;;;0
43;235;250;3809;;;;0
44;220;229;5916;;;;0
45;202;214;7838;;;;0
46;190;207;3585;;;;0
47;195;208;3984;1.172743829791614;0.1690897764738663;0.2986660905582664;0
48;205;218;3246;1.214172311032936;0.1924308524810876;0.2998270653064562;0
49;210;226;2585;1.193100378470912;0.1845165113978348;0.3034400750301432;0
50;199;208;2456;1.1853911870032283;0.1705756432488342;0.3089868989630445;0
51;225;238;3034;1.0387605860733464;0.1046192092956201;0.3108619920864193;0
52;227;244;3686;1.028451039251172;0.0426857913916378;0.3107864860937591;0
53;226;230;5475;0.9657494599818128;-0.0294223434053337;0.3177406570812048;0
54;218;233;4716;0.9983845382836052;-0.1090681885254922;0.3194052236293282;0
55;230;225;4494;0.8666304753197187;-0.1608921809191601;0.3116552877767472;0
56;273;302;4729;1.2924447354233817;0.670826715203483;0.3080789920706616;0
57;253;242;5049;0.9344881202198502;0.5880416128291025;0.3093376727135449;0
58;223;232;4982;0.8915582083423002;0.5294218338492988;0.3114881629079672;0
59;209;226;4315;0.9267786596661504;0.5264912203336055;0.3074518074109685;0
60;227;232;5752;0.8773565851057936;0.4844144810081904;0.3027593926715354;0
61;193;202;4118;0.8953211834460011;0.4844768771273664;0.2977139009016515;0
62;213;223;4314;1.0157176332059092;0.5352846858131473;0.2965186041177429;0
63;188;191;4283;1.2568877774408491;0.5325256307576135;0.2960369460788409;0
64;205;219;4907;1.4758879362802366;0.5752763154188288;0.2962385934180445;0
65;194;208;5288;1.4758879362802366;0.5800014644562307;0.2971684108603687;0
66;215;221;3949;1.713407823874594;0.5576490303490016;0.2959471812942989;0
67;217;223;3929;1.7329990414924463;0.5213187501438838;0.2956669499376593;0
68;216;224;3809;1.4065036471017982;1.171166437791871;0.2955309440593635;0
69;176;182;3978;1.1818823077374516;0.971623524461135;0.29437963858235;0
70;197;216;3973;1.1294634929569165;0.9792328728600018;0.2890427382492433;0
71;227;229;3990;1.2767297713562031;1.1490792581994205;0.2765403697448446;0
72;207;200;3878;1.33204705305312;1.194342313379701;0.2671551113890035;0
73;222;234;3713;1.2541946386595366;1.1291883776185847;0.2616333451926654;0
74;274;319;3490;1.3093189929200275;1.7816275165421394;0.2601600176480323;0
75;240;221;2983;1.017933580483433;1.7779040413398262;0.2617747356822838;0
76;175;175;5958;0.9586011059034032;1.5676772349303545;0.2674123232548743;0
77;210;231;3962;1.1343105379867977;1.5387941468038977;0.2658103128797866;0
78;222;250;3021;1.279450461479816;1.564523787523797;0.2657469749034812;0
79;210;212;2909;1.360248937640401;1.5697218046157482;0.2658426062178767;0
80;197;206;3375;1.312246671484628;1.590847564886902;0.260183037592292;0
81;183;188;3118;1.263923285717815;1.5011984285485451;0.259984346993482;0
82;201;206;3435;1.2336846592757649;1.510823128891583;0.2582830962129617;0
83;192;208;4219;1.1429537888959762;1.538490706872965;0.2564590383223094;0
84;206;226;3607;1.32086595840262;1.6147923277812508;0.257244560084083;0
85;226;224;3396;1.207885425022836;1.620568753313879;0.2593145421876288;0
86;222;215;3833;1.607635937047948;1.7374501698295892;0.2593886910425376;0
87;210;211;3542;1.7173997039358506;1.7374501698295892;0.2607733164205008;0
88;202;213;3959;1.7274579116220925;1.7387138845523007;0.2555459477772041;0
89;228;230;3356;1.5950449571923684;1.7003322342791412;0.2475633396256176;0
90;186;186;5066;1.4808566449349203;1.652678285686214;0.2428956168975617;0
91;216;217;5647;1.7487989427442254;1.7752815864739668;0.2463079872163028;0
92;219;241;4569;1.759356961665607;1.72438678278319;0.2402638255639082;0
93;227;223;3323;1.6281351354136235;1.7064855488668331;0.2060993430917699;0
94;229;236;4052;1.6097054185904858;1.64204173040686;0.2049853453410177;0
95;240;244;3597;1.3762780996389468;1.5468101115075126;0.2059795154907803;0
96;264;257;4445;0.945922241111925;1.4167224932444702;0.2032638077913477;0
97;200;204;3911;0.899394904734507;1.4358399674495568;0.1949233246747819;0
98;204;202;3960;0.9319065735088212;1.42752146878754;0.1845744097139515;0
99;194;187;3101;0.9028733469848066;1.42088735836709;0.1840351405105055;0
100;191;190;3032;0.8899969822614937;1.467795898810667;0.1879530463218645;0
101;198;201;3118;0.940533790429852;1.5078564443193618;0.1865387147011974;0
102;182;194;3181;0.8180635567566553;1.5439425832234028;0.1888895153195372;0
103;215;213;3028;0.9561869107636664;1.5717881626103274;0.1927669997676896;0
104;231;231;3314;0.9089636880692196;1.4779700188644789;0.1936684110376935;0
105;194;193;3905;1.3294507225082894;1.5637044716250743;0.1904551606938066;0
106;183;193;2971;1.2738746825312044;1.6143503886950188;0.1914977840937716;0
107;180;181;3310;1.0958039028990971;1.5720034712430695;0.1930105141213723;0
108;224;231;3862;1.1399581439832125;1.5762163475065678;0.1809645769293835;0
109;210;214;4097;1.1878645665047152;1.5626595878542886;0.18093788433834;0
110;175;181;3053;1.0022066086671952;1.5243472373566471;0.1835064561334091;0
111;205;204;3266;1.0961350358375954;1.5440714608957928;0.1846580550743971;0
112;227;224;4400;0.9292561966715112;1.5264782309144125;0.1815299565620714;0
113;211;223;3980;0.9728840871345212;1.487082501786246;0.1730255382694465;0
114;217;215;4231;0.9585038739810104;1.505344551747747;0.1736081373330753;0
115;191;189;4140;0.9267180570465796;1.521533016820182;0.1739289446851388;0
116;187;191;3963;0.8690778500860934;1.554296878497556;0.1739582338423447;0
117;179;179;4036;0.8888486605272974;1.532417724032944;0.1740289330822178;0
118;220;231;3468;0.8329947486874411;1.4785979017312538;0.1746492998722223;0
119;171;177;3894;0.7965380722588163;1.462495708920228;0.1745775331679601;0
120;220;223;4739;0.7191749312769028;1.4136689015805306;0.177843094797924;0
121;191;200;4388;0.7697941087755847;1.5042494905884851;0.1787790874140342;0
122;184;186;3541;-0.0434247647317876;0.1883804247973322;0.1786179551584924;0
123;190;201;4380;0.1752300595469643;0.2475545825674302;0.1759813287618698;0
124;211;209;3802;0.3007787312530183;0.2780836364756092;0.1568310715581302;0
125;194;218;3849;0.2934924789348563;0.3049994731648306;0.1567706199093338;0
126;187;179;3564;0.3703087353101358;0.2717651667952099;0.1538289641259023;0
127;195;192;3077;0.3890503277490589;0.3195661596194978;0.152409523073517;0
128;190;192;3415;0.3550216838655114;0.3473297641016329;0.1522274154938308;0
129;161;165;2904;0.3700356556258452;0.1943581375352843;0.1539983620028814;0
130;204;202;3462;0.3670425146134625;0.2064624771649632;0.1538910721551432;0
131;188;198;3342;0.3401326899688082;0.2352251581154765;0.1544708630799026;0
132;138;144;3021;0.9527179288907768;-0.1067500784460506;0.1574381665788498;0
133;179;184;3303;0.9678708203778172;-0.0214525307413749;0.1578691370298827;0
134;200;207;3299;1.11402539343898;-0.0003021821769149;0.1591953352640043;0
135;199;200;3627;1.14906213888457;0.031518979212504;0.1590029822828164;0
136;212;217;3260;1.09921957336026;0.0225121728065159;0.1603767257192584;0
137;175;175;2961;1.1576606431902718;0.0982965756845534;0.1628174977950909;0
138;190;197;3003;1.188286204376305;0.0771412040645243;0.1576071691616627;0
139;197;199;3369;1.2981159469550831;0.1260151895444328;0.1380106639236815;0
140;150;151;2934;1.138407571335566;-0.0049754889832038;0.1362980646716605;0
141;182;189;3129;1.3389934158015566;0.0696425541798468;0.1372836855675435;0
142;208;232;3047;1.6200602494262022;0.0545421876097406;0.1382974092646214;0
143;194;195;3024;2.1426941673634583;0.0155266346033196;0.140427635959466;0
144;172;184;2787;0.8566529437720415;-0.3293634463302195;0.1399924805795805;0
145;189;186;3035;0.8420254217813442;-0.2721924802580894;0.1410196735555053;0
146;211;211;2896;0.7786788177472588;-0.2911121567685533;0.1426084431363172;0
147;182;202;2955;0.6967165190206995;-0.3397926294679652;0.1435274732310852;0
148;243;256;3378;0.6680729697959028;-0.0083400543059249;0.142098160316744;0
149;190;207;3484;0.659997183712436;-0.0256130322494856;0.1409872347254882;0
150;182;183;3287;0.659997183712436;-0.0010892612790146;0.1405704671513739;0
151;202;207;4746;0.7772028216319209;0.0121813700673553;0.1471067059316607;0
152;157;173;3754;0.7305074983695664;0.0727385091013777;0.146779357322131;0
153;187;195;3698;0.7145796831237131;0.0668293662792569;0.146291788731533;0
154;189;201;3879;0.7495201490856467;0.0424712524923314;0.1443632319092638;0
155;185;204;3615;0.7923413270488142;-0.0161139568228782;0.143807107029849;0
156;198;191;3297;1.0474092469074603;0.0188818797738544;0.1440420518859145;0
157;178;183;3504;1.0816969590691123;0.0985111017126235;0.1426400606598707;0
158;173;180;3233;1.0543501187230266;0.0993421130885951;0.1416579405823081;0
159;189;188;3341;1.1319135122600814;0.1475518485878915;0.141390932134326;0
160;174;178;3258;1.3569312313569173;0.2284406488529093;0.1379665110118216;0
161;196;206;3622;1.5477206452634686;0.2410650059652901;0.1369106402491558;0
162;201;197;2974;1.8107901844282253;0.2861950044295828;0.1360518692051476;0
163;211;216;3432;1.5775034611015937;0.2156094930370986;0.1336414971132445;0
164;213;227;3439;1.348545598526338;0.1678305919719495;0.1323130957470335;0
165;193;188;3338;1.424375324242542;0.1540018368520988;0.1305059092035678;0
166;180;184;3238;1.6993332388706677;0.1968424776458551;0.1309334753430015;0
167;199;204;3167;1.878401871593416;0.1316607455558379;0.1303938627507749;0
168;195;204;3330;2.273052049822055;0.1429757221863298;0.1181661973910041;0
169;221;219;3129;1.855174139273188;0.1117404524976916;0.1110634438183073;0
170;193;197;3149;1.889423773319975;0.0786159687306723;0.1113862026922378;0
171;214;212;3481;1.6438515501319113;0.0518392125256045;0.1025051424671332;0
172;199;206;3726;1.8044325937035168;0.0588353377915392;0.1019331241230404;0
173;202;206;3583;1.7468429152013167;0.0725396208231191;0.1001240481170803;0
174;211;217;3489;1.5886270402715053;-0.0130164105134801;0.099875461948305;0
175;238;253;4547;1.311477963529356;0.23010773700821;0.1115374172090287;0
176;243;264;3568;1.082109612334347;0.4958969658088313;0.1117890486995495;0
177;243;223;3579;1.0640171024192309;0.4558700548584743;0.1099430766449513;0
178;211;207;3182;1.0005881575804352;0.4408559926694967;0.1103450611296728;0
179;211;219;3637;0.9305871192464786;0.3833894782294654;0.1107600200013583;0
180;243;248;3499;0.4483997665410542;0.7076964428604257;0.1095069358405199;0
181;167;168;2935;0.3597480427414574;0.6422312383169191;0.1113543441417866;0
182;187;201;3422;0.3490278993840437;0.6598882291669238;0.1112438917507112;0
183;187;194;3410;0.3390482823262243;0.6728216073562828;0.110857304789565;0
184;247;266;3209;0.1945292879490337;0.7952514811133435;0.1110084071417009;0
185;241;255;3423;-0.0113218471743898;0.7450778254393038;0.1092704969383065;0
186;225;247;3218;-0.1708577813104276;0.6552433113504245;0.1081318994467458;0
187;204;190;3670;-0.1824346702890259;0.6656563888100754;0.1086194477444627;0
188;185;197;2995;-0.2589862365306689;0.9144362314923458;0.1081356223359098;0
189;201;200;3164;-0.2222289620220572;0.9083814273751878;0.1079659768366349;0
190;201;215;6573;-0.194691933214947;0.9596119414353216;0.1686563747314876;0
191;220;241;3121;-0.3129882343489874;0.8500482769339829;0.1681570878172829;0
192;196;191;3339;-0.2232726618596678;0.8589415361483125;0.1652129116343309;0
193;174;183;2586;-0.2911900913487171;0.8524102344642837;0.1688057581012767;0
194;199;206;3095;-0.2472952387829176;0.8657993842923576;0.1676116782886322;0
195;231;236;3079;-0.3963932574715415;0.7759786275654187;0.1668898251411517;0
196;205;211;3060;-0.1896095454651922;0.8280162887882082;0.1680576903503118;0
197;177;182;2748;-0.2543605041603896;0.8370736765477458;0.1714676118486705;0
198;189;194;2800;-0.220215144534336;0.8471827787287832;0.17401838760885;0
199;187;195;3330;-0.2436436617509553;0.8689706713826669;0.1663049365336312;0
200;168;172;2928;-0.3403376998594243;0.8623174935738245;0.167731998448425;0
201;177;181;3215;-0.3821183737861431;0.8483436399876344;0.1678844263295323;0
202;190;196;3016;-0.3791006701375751;0.855970550505561;0.1681089320783885;0
203;213;210;4241;-0.4100912298811838;0.839982204874595;0.1712627767803666;0
204;189;196;3470;-0.4264722307107826;0.8373639219533541;0.1710805366001357;0
205;203;210;2996;-0.3682575677063677;0.8155766394856889;0.1723342659204602;0
206;203;211;3008;-0.2856372055268001;0.8042830417247474;0.1731879896471582;0
207;226;235;3851;-0.4164359347561425;0.7096445702422373;0.173853247647113;0
208;208;209;3072;-0.3353793464287624;0.7217737035646968;0.1744783020893974;0
209;164;170;2483;-0.3834232717775159;0.6516051191178038;0.1795041085480935;0
210;151;153;3339;-0.2533983777701606;0.4219443123671462;0.1783272284528213;0
211;184;188;2672;-0.2933284297507227;0.4743944227210149;0.1815808441826636;0
212;204;213;4952;-0.2600886221574097;0.5094109999645804;0.1925479174338668;0
213;199;200;3772;-0.2473661865633486;0.4968536453220689;0.1927631188869724;0
214;205;225;2735;-0.1624641082705629;0.4242753441512807;0.1952649557766562;0
215;205;194;2931;-0.163322644848534;0.4417886806231298;0.1962797000198002;0
216;213;240;4031;-0.179103417308195;0.3711982425792309;0.1974428303369177;0
217;222;218;3998;-0.1864228712671733;0.3737631761506909;0.1977690588054975;0
218;202;206;4587;-0.1627762229850542;0.3556884573820565;0.2019202723331464;0
219;227;248;4103;-0.2488064026449445;0.313861394452559;0.2031071539249174;0
220;239;228;2877;-0.3992992534698596;0.2616430806392472;0.205170848260011;0
221;270;307;3529;-0.0743230687186116;0.7302152034306576;0.2051768473125625;0
222;217;211;4748;-0.098514615281043;0.7438333652060598;0.2109733586838231;0
223;221;244;3384;0.0256983905665995;0.7509686286930214;0.2072016711076569;0
224;221;227;3223;0.1880039620065938;0.7805550426721126;0.2077264634547652;0
225;204;205;2959;0.4470683824179487;0.823129426850049;0.2093076399829233;0
226;207;218;2599;0.4612372790706578;0.7973843130694853;0.212661189965005;0
227;226;240;3107;0.3478079641738231;0.7478920475438453;0.2134422882527102;0
228;204;222;2533;0.63391304131876;0.7993961962746144;0.2177350752927343;0
229;206;206;3124;0.8700749003062046;0.8620847402101749;0.216929704489395;0
230;256;262;2926;0.648011134421469;0.7667137800648967;0.2184127133354187;0
231;206;207;2612;0.7305347678659022;0.7542716580385537;0.2218383333444805;0
232;191;200;2637;1.0306559210119752;0.8393940669698939;0.2246601025364697;0
233;226;240;2850;1.2204163407584077;0.8504907980420433;0.2263891507256279;0
234;210;212;3012;1.3719305878120154;0.9347523066274496;0.2270364195908613;0
235;224;233;3648;1.2178721601486715;0.853354333026349;0.2270030331115343;0
236;214;220;3787;1.3067098938412949;0.8082706816119869;0.2263422682411646;0
237;190;208;2849;1.2351446797679804;0.7960673455551337;0.2276447801406414;0
238;218;227;2799;1.1731156496691362;0.7625128190557373;0.1816231163793706;0
239;206;200;2712;1.2592594884927482;0.8585495368864373;0.1835746172311494;0
240;245;261;3582;0.924406050633118;0.7649033903726422;0.1838814951079543;0
241;255;263;3089;0.8236327529915832;0.693004153865032;0.1810150856576232;0
242;228;242;2836;0.7267096407421891;0.6111202017978029;0.1821325073446043;0
243;214;233;3132;0.8638302800414951;0.6178589775244598;0.1819873645801337;0
244;235;233;3056;0.6777889401933898;0.5643868238485;0.1820004451901702;0
245;193;221;2860;0.8286152823291981;0.5469929851908081;0.1813171276883428;0
246;196;187;2619;0.8908387222118916;0.5379729496597109;0.1826088471098972;0
247;193;207;2436;0.9507283329718788;0.5294664378413668;0.1871480404274671;0
248;176;182;2341;0.9958419371620012;0.582399227514112;0.1915972721391082;0
249;178;184;2957;1.005261023703489;0.5938182261115581;0.1922694369055708;0
250;198;206;3634;1.078578298506699;0.5887358101107485;0.1922176522110692;0
251;198;196;2223;1.042847466409791;0.6001822062160626;0.1941002570701378;0
252;166;164;2607;0.8605729289666454;0.4630435765118851;0.1964534462293438;0
253;195;208;2965;0.8151733586600153;0.4667473524974;0.196554664909133;0
254;164;173;3111;0.5565065655262774;0.4367053915810544;0.1963057041927278;0
255;229;237;3018;0.530405753282055;0.4330316292405905;0.1948439306988997;0
256;210;199;2538;0.5293022364605564;0.4472792186802724;0.1975131154436621;0
257;219;214;2755;0.7639001844400409;0.487412252276359;0.1956050083629547;0
258;211;213;3384;0.7223307667456187;0.7686478563745466;0.1956554491704837;0
259;237;241;4172;0.6730666944804086;0.7021618252074086;0.1979980004592978;0
260;193;201;3659;0.5973079042838931;0.7151602634827183;0.1830678491962415;0
261;218;223;4076;0.6184761224441557;0.6782415309290185;0.1854359095072882;0
262;207;208;3957;0.6248182000334547;0.7159901247293069;0.1864538254341521;0
263;162;176;3514;0.4703596338087505;0.6413647048463086;0.1859921434312988;0
264;182;191;3712;0.3035053216027076;0.7171440042146154;0.1839067382291981;0
265;184;188;4079;0.21531166302425;0.7320787411579464;0.1845961922829772;0
266;191;196;3416;0.157497737739221;0.7367505453696273;0.1745731897478298;0
267;161;171;4385;0.0959519204396131;0.749774320782485;0.1779168433326285;0
268;192;194;3932;0.2499784052931555;0.809571955891969;0.179494488802992;0
269;204;212;3807;0.0067134797060793;0.1877313347428354;0.1807015298471857;0
270;196;201;3735;0.020833314197784;0.2112110833389249;0.1690136100072951;0
271;195;201;3817;0.0696880604092507;0.2851210977987947;0.1707967853457886;0
272;235;253;5021;-0.0431058680556754;0.3002481735103512;0.1878470986311217;0
273;205;205;4638;-0.0433519241738105;0.3002481735103512;0.1957342321485529;0
274;195;220;4276;-0.0601331452795135;0.2948230132744557;0.1964381425014578;0
275;198;192;3886;0.0554063584542324;0.3843405483016738;0.1970041251766851;0
276;248;279;4609;-0.1574367976075925;0.5672126878790292;0.1993154847743631;0
277;239;248;4807;-0.3407270983546346;0.487821300970118;0.2065114719293725;0
278;228;238;4697;-0.3767514278002456;0.4568594639353669;0.2106172743554411;0
279;230;226;6321;-0.485561480611198;0.4086574446660297;0.2353553344200683;0
280;237;236;4287;-0.5675924118680363;0.3294640671042676;0.2324107185844435;0
281;204;216;3828;-0.5020846853915845;0.3781415162215057;0.2296148689882352;0
282;217;228;3965;-0.5223805928099983;0.337564284790275;0.2278157056511242;0
283;216;230;4362;-0.4829963406950638;0.3431651092203124;0.229065191591696;0
284;215;218;4055;-0.4863918308700089;0.3484238854631102;0.2293448263008936;0
285;203;217;4223;-0.4363291738016889;0.3259655602339841;0.2268227918564845;0
286;230;252;4664;-0.5020054040053545;0.3118993467501317;0.2255913965909241;0
287;231;224;4534;-0.5886306008968982;0.258111623024662;0.2225455964816669;0
288;236;248;5507;-0.5778543019507333;0.2210906845328392;0.2308721087136073;0
289;202;216;4769;-0.601695523580293;0.2017933974860096;0.2306088258800419;0
290;222;242;4861;-0.5712380824986238;0.2017933974860096;0.228743338981451;0
291;239;234;5109;-0.6655221836558016;0.2005179488868195;0.2298094245058572;0
292;197;202;4825;-0.5894371965584039;0.2727501013378625;0.2283322035948148;0
293;232;255;3960;-0.6349884502848478;0.2658750193335986;0.2236378444349772;0
294;218;232;3852;-0.6180392621697195;0.1895809972183;0.21683896910242;0
295;220;217;3411;-0.5800276323692575;0.1645073001990379;0.2093280750605934;0
296;219;222;3707;-0.4105156743184867;0.1210313774449945;0.1992897175881872;0
297;227;226;4109;-0.24641538387416;0.0653972480262098;0.1944505532504772;0
298;200;209;3680;-0.2321425375658269;0.0586032054793568;0.1942919155254643;0
299;190;193;3935;-0.2997274349075915;0.0593468911935307;0.1812393550310732;0
300;212;215;3776;-0.1015674093877667;0.194788682377765;0.1727498158897839;0
301;243;271;3623;-0.1090312213682506;0.2425363660939175;0.1682884321676067;0
302;240;240;3951;-0.0874889600957286;0.2671488625554453;0.1639389551612865;0
303;242;233;4155;-0.1558149576693964;0.2755804738212212;0.1582915810690907;0
304;212;231;3395;-0.1492772223804321;0.2101896456594042;0.1495125755940371;0
305;252;266;3695;-0.2408485976961043;0.1968609161581118;0.141399524592078;0
306;234;239;3444;-0.2884769989104508;0.1331323344659909;0.1409640309190282;0
307;194;205;3339;-0.3347248033434911;0.2128260399341293;0.1444740567053558;0
308;190;185;3919;-0.3590475181236292;0.1829917687424095;0.1434697321515054;0
309;189;200;3758;-0.4974763383087507;0.2252726971951602;0.144348617911669;0
310;205;209;4123;-0.5058659757533878;0.2235986483271877;0.1440668095381287;0
311;218;227;4150;-0.6240431956255397;0.2617955057090694;0.1418067987886745;0
312;189;195;4418;-0.604795623519839;0.2713972555906321;0.1406307129595826;0
313;199;201;3275;-0.5213327976317421;0.3000791950673241;0.144631004202951;0
314;202;216;3718;-0.4422294638504886;0.2884377824376484;0.1428639581098065;0
315;199;204;4329;-1.2344772242201494;0.5199302265115869;0.1428155521805556;0
316;213;218;4477;-1.1848020454551524;0.5353590039164428;0.1425525658310161;0
317;227;232;4559;-1.1994243440687011;0.4823854839189774;0.1419682438098813;0
318;210;217;5006;-1.1481876322097888;0.4793290428824033;0.1427670699392733;0
319;236;234;4691;-1.1568459223735097;0.4280348460267031;0.1422951716941534;0
320;226;236;4149;-1.1104156967664416;0.4521348051350313;0.1403363746755227;0
321;236;239;3905;-1.1419304415370768;0.3793181894427112;0.1405103346413539;0
322;223;234;4390;-1.0588722188073163;0.3355198654217864;0.1405493400585806;0
323;223;233;4468;-0.9661451922305818;0.3457615795833896;0.1399392430078545;0
324;190;188;3682;-1.017626235347465;0.0532176195192762;0.1411331917962374;0
325;228;226;4074;-0.9687418397044232;0.090950461846225;0.1401176176395302;0
326;215;221;5061;-0.9450604499642216;0.1433929162567721;0.1420006894143026;0
327;224;231;3946;-0.9150826842419032;0.1264024647905867;0.1225049617279697;0
328;199;214;3093;-0.9114146895476266;0.1947719756689554;0.1285358613268724;0
329;211;217;4656;-0.873960601406021;0.1920742662026251;0.1288798777646301;0
330;207;210;3471;-0.9029917470580924;0.2428350515161839;0.1311769356414498;0
331;225;223;4084;-0.9270560931972676;0.2673182064343222;0.1311081212487361;0
332;223;230;3761;-0.9385315356093198;0.2265648057074885;0.1319015096745349;0
333;240;242;5091;-0.9623107003180412;0.1560442381475995;0.1356066446714717;0
334;229;234;3684;-0.9569541303468182;0.1559597983854304;0.1358483206957085;0
335;230;238;9452;-0.9514515781868246;0.1140699173023328;0.2253812727922752;0
336;207;207;6455;-0.9115529304129196;0.1959989702016044;0.2329377537486543;0
337;216;227;7916;-0.8435609072252706;0.1590811733069661;0.2599887792061933;0
338;207;214;6655;-0.8713845933367066;0.2368167999738631;0.2687926551429878;0
339;218;223;5927;-0.768456475248748;0.2741072879010982;0.2717099411944729;0
340;217;222;7563;-0.6638080602865988;0.2466354484585088;0.2876301524770526;0
341;194;203;9849;-0.701557455040442;0.288056452023181;0.3284211169813835;0
342;217;226;6101;-0.7001265134369146;0.3090946711029068;0.3279581881264422;0
343;226;233;7217;-0.7312353333242244;0.2524699712876786;0.3302474188706513;0
344;196;200;4934;-0.820852068716981;0.2785028148610734;0.3271564826007154;0
345;178;179;5850;-0.7065619131715114;0.1382537145792064;0.3260301564542958;0
346;207;212;9222;-0.6622462464819425;0.1317156670244495;0.343598915881358;0
